Dataset_No,Pair_Index,Starting_City_Agent1,Starting_City_Agent2,Agent1_Path,Agent2_Path,Agent1_Benefit,Agent2_Benefit,Agent1_Cost,Agent2_Cost,Agent1_Payoff,Agent2_Payoff,Total_Benefit,Total_Payoff,Average_Payoff,Agent1_City_Count,Agent2_City_Count,Agent1_Timestamps,Agent2_Timestamps
1,25,2,7,"2, 3, 8,12,14,15,19,20","7, 1, 4, 5, 6, 9,10,11,13,16,17,18",1200,1800,65.918,101.8,1134.082,1698.2,3000,2832.282,1416.141,8,12,"0,53,95,119,142,190,239.2,271.59,329.59","0,63,84,126,160,190,257.1,316.7,354.9,404.1,430.9,457,509"
1,26,2,8,"2, 3, 5, 6, 7,10,11,12,14,15,19,20","8, 1, 4, 9,13,16,17,18",1800,1200,104.038,61.44,1695.962,1138.56,3000,2834.522,1417.261,12,8,"0,53,104,138,155,182,241.6,309.6,332.6,380.6,429.8,462.19,520.19","0,33,54,108,133.1,182.3,209.1,235.2,307.2"
1,27,2,9,"2, 3, 6, 7, 8,12,14,15,19,20","9, 1, 4, 5,10,11,13,16,17,18",1500,1500,80.518,82.08,1419.482,1417.92,3000,2837.402,1418.701,10,10,"0,53,91,108,168,192,215,263,312.2,344.59,402.59","0,61,82,124,191.5,251.1,289.3,338.5,365.3,391.4,410.4"
1,28,2,10,"2, 3, 8, 9,11,13,14,15,19,20","10, 1, 4, 5, 6, 7,12,16,17,18",1500,1500,97.658,79.74,1402.342,1420.26,3000,2822.602,1411.301,10,10,"0,53,95,173,193.5,231.7,300.7,348.7,397.9,430.29,488.29","0,85,106,148,182,199,244,266.4,293.2,319.3,398.7"
1,29,2,11,"2, 3, 6, 7, 8,12,14,15,19,20","11, 1, 4, 5, 9,10,13,16,17,18",1500,1500,80.518,90.78,1419.482,1409.22,3000,2828.702,1414.351,10,10,"0,53,91,108,168,192,215,263,312.2,344.59,402.59","0,78,99,141,153,220.1,312.1,361.3,388.1,414.2,453.9"
1,30,2,12,"2, 3, 8, 9,11,13,14,15,19,20","12, 1, 4, 5, 6, 7,10,16,17,18",1500,1500,97.658,65.88,1402.342,1434.12,3000,2836.462,1418.231,10,10,"0,53,95,173,193.5,231.7,300.7,348.7,397.9,430.29,488.29","0,21,42,84,118,135,162,228.5,255.3,281.4,329.4"
1,31,2,13,"2, 3, 6, 7, 8,12,14,15,19,20","13, 1, 4, 5, 9,10,11,16,17,18",1500,1500,80.518,79.92,1419.482,1420.08,3000,2839.562,1419.781,10,10,"0,53,91,108,168,192,215,263,312.2,344.59,402.59","0,71,92,134,146,213.1,272.7,323.3,350.1,376.2,399.6"
1,32,2,14,"2, 3, 8, 9,11,13,16,17,18,19","14, 1, 4, 5, 6, 7,10,12,15,20",1500,1500,90.16,73.606,1409.84,1426.394,3000,2836.234,1418.117,10,10,"0,53,95,173,193.5,231.7,280.9,307.7,333.8,420.8,450.8","0,43,64,106,140,157,184,249,309,326.03,368.03"
1,33,2,15,"2, 3, 8, 9,11,13,16,17,18,19","15, 1, 4, 5, 6, 7,10,12,14,20",1500,1500,90.16,73.318,1409.84,1426.682,3000,2836.522,1418.261,10,10,"0,53,95,173,193.5,231.7,280.9,307.7,333.8,420.8,450.8","0,79,100,142,176,193,220,285,308,349.59,366.59"
1,34,2,16,"2, 3, 8, 9,11,13,14,15,19,20","16, 1, 4, 5, 6, 7,10,12,17,18",1500,1500,97.658,66.04,1402.342,1433.96,3000,2836.302,1418.151,10,10,"0,53,95,173,193.5,231.7,300.7,348.7,397.9,430.29,488.29","0,28,49,91,125,142,169,234,278,304.1,330.2"
1,35,2,17,"2, 3, 6, 7, 8,12,14,15,19,20","17, 1, 4, 5, 9,10,11,13,16,18",1500,1500,80.518,126.24,1419.482,1373.76,3000,2793.242,1396.621,10,10,"0,53,91,108,168,192,215,263,312.2,344.59,402.59","0,55,76,118,130,197.1,256.7,294.9,344.1,605.1,631.2"
1,36,2,18,"2, 3, 8, 9,11,13,14,15,19,20","18, 1, 4, 5, 6, 7,10,12,16,17",1500,1500,97.658,65.86,1402.342,1434.14,3000,2836.482,1418.241,10,10,"0,53,95,173,193.5,231.7,300.7,348.7,397.9,430.29,488.29","0,48,69,111,145,162,189,254,276.4,303.2,329.3"
1,37,2,19,"2, 3, 6, 7, 8,12,14,15,20","19, 1, 4, 5, 9,10,11,13,16,17,18",1350,1650,67.606,104.8,1282.394,1545.2,3000,2827.594,1413.797,9,11,"0,53,91,108,168,192,215,263,280.03,338.03","0,95,116,158,170,237.1,296.7,334.9,384.1,410.9,437,524"
1,38,2,20,"2, 3, 6, 7, 8,10,12,16,17,18,19","20, 1, 4, 5, 9,11,13,14,15",1650,1350,99.56,69.346,1550.44,1280.654,3000,2831.094,1415.547,11,9,"0,53,91,108,168,240.5,305.5,327.9,354.7,380.8,467.8,497.8","0,79,100,142,154,174.5,212.7,281.7,329.7,346.73"
1,39,3,1,"3, 4, 5, 9,11,13,14,15,19,20","1, 2, 6, 7, 8,10,12,16,17,18",1500,1500,81.258,92.76,1418.742,1407.24,3000,2825.982,1412.991,10,10,"0,67,109,121,141.5,179.7,248.7,296.7,345.9,378.29,406.29","0,97,126,143,203,275.5,340.5,362.9,389.7,415.8,463.8"
1,40,3,2,"3, 1, 4, 5, 9,10,11,13,16,17,18","2, 6, 7, 8,12,14,15,19,20",1650,1350,91.8,68.118,1558.2,1281.882,3000,2840.082,1420.041,11,9,"0,55,76,118,130,197.1,256.7,294.9,344.1,370.9,397,459","0,29,46,106,130,153,201,250.2,282.59,340.59"
1,41,3,4,"3, 1, 2, 8, 9,11,13,16,17,18","4, 5, 6, 7,10,12,14,15,19,20",1500,1500,109.56,86.318,1390.44,1413.682,3000,2804.122,1402.061,10,10,"0,55,152,247,325,345.5,383.7,432.9,459.7,485.8,547.8","0,42,76,93,120,185,208,256,305.2,337.59,431.59"
1,42,3,5,"3, 4, 8,10,12,14,15,19,20","5, 1, 2, 6, 7, 9,11,13,16,17,18",1350,1650,87.818,81.36,1262.182,1568.64,3000,2830.822,1415.411,9,11,"0,67,121,193.5,258.5,281.5,329.5,378.7,411.09,439.09","0,49,146,175,192,234,254.5,292.7,341.9,368.7,394.8,406.8"
1,43,3,6,"3, 1, 2, 4, 5, 9,10,11,13,16,17,18","6, 7, 8,12,14,15,19,20",1800,1200,127,62.118,1673,1137.882,3000,2810.882,1405.441,12,8,"0,55,152,252,294,306,373.1,432.7,470.9,520.1,546.9,573,635","0,17,77,101,124,172,221.2,253.59,310.59"
1,44,3,7,"3, 4, 5, 9,10,11,13,14,15,19,20","7, 1, 2, 6, 8,12,16,17,18",1650,1350,102.498,82.86,1547.502,1267.14,3000,2814.642,1407.321,11,9,"0,67,109,121,188.1,247.7,285.9,354.9,402.9,452.1,484.49,512.49","0,63,160,189,263,287,309.4,336.2,362.3,414.3"
1,45,3,8,"3, 4, 5, 9,10,11,13,14,15,19,20","8, 1, 2, 6, 7,12,16,17,18",1650,1350,102.498,73.66,1547.502,1276.34,3000,2823.842,1411.921,11,9,"0,67,109,121,188.1,247.7,285.9,354.9,402.9,452.1,484.49,512.49","0,33,130,159,176,221,243.4,270.2,296.3,368.3"
1,46,3,9,"3, 4, 5, 8,12,14,15,19,20","9, 1, 2, 6, 7,10,11,13,16,17,18",1350,1650,76.118,89.98,1273.882,1560.02,3000,2833.902,1416.951,9,11,"0,67,109,176,200,223,271,320.2,352.59,380.59","0,61,158,187,204,231,290.6,328.8,378,404.8,430.9,449.9"
1,47,3,10,"3, 4, 5, 9,11,13,14,15,19,20","10, 1, 2, 6, 7, 8,12,16,17,18",1500,1500,81.258,93.34,1418.742,1406.66,3000,2825.402,1412.701,10,10,"0,67,109,121,141.5,179.7,248.7,296.7,345.9,378.29,406.29","0,85,182,211,228,288,312,334.4,361.2,387.3,466.7"
1,48,3,11,"3, 4, 5, 8,12,14,15,19,20","11, 1, 2, 6, 7, 9,10,13,16,17,18",1350,1650,76.118,112.78,1273.882,1537.22,3000,2811.102,1405.551,9,11,"0,67,109,176,200,223,271,320.2,352.59,380.59","0,78,175,204,221,263,330.1,422.1,471.3,498.1,524.2,563.9"
1,49,3,12,"3, 4, 5, 9,10,11,13,14,15,19,20","12, 1, 2, 6, 7, 8,16,17,18",1650,1350,102.498,74.2,1547.502,1275.8,3000,2823.302,1411.651,11,9,"0,67,109,121,188.1,247.7,285.9,354.9,402.9,452.1,484.49,512.49","0,21,118,147,164,224,270.1,296.9,323,371"
1,50,3,13,"3, 5, 6, 7,10,12,14,15,19,20","13, 1, 2, 4, 8, 9,11,16,17,18",1500,1500,74.918,109.48,1425.082,1390.52,3000,2815.602,1407.801,10,10,"0,51,85,102,129,194,217,265,314.2,346.59,374.59","0,71,168,268,322,400,420.5,471.1,497.9,524,547.4"
1,51,3,14,"3, 4, 5, 8,12,15,19,20","14, 1, 2, 6, 7, 9,10,11,13,16,17,18",1200,1800,73.918,108.8,1126.082,1691.2,3000,2817.282,1408.641,8,12,"0,67,109,176,200,260,309.2,341.59,369.59","0,43,140,169,186,228,295.1,354.7,392.9,442.1,468.9,495,544"
1,52,3,15,"3, 4, 5, 9,10,11,13,17,18,19,20","15, 1, 2, 6, 7, 8,12,14,16",1650,1350,99.758,86.3,1550.242,1263.7,3000,2813.942,1406.971,11,9,"0,67,109,121,188.1,247.7,285.9,325.3,351.4,438.4,470.79,498.79","0,79,176,205,222,282,306,329,356.5,431.5"
1,53,3,16,"3, 4, 5, 9,10,11,13,14,15,19,20","16, 1, 2, 6, 7, 8,12,17,18",1650,1350,102.498,70.24,1547.502,1279.76,3000,2827.262,1413.631,11,9,"0,67,109,121,188.1,247.7,285.9,354.9,402.9,452.1,484.49,512.49","0,28,125,154,171,231,255,299,325.1,351.2"
1,54,3,17,"3, 4, 5, 8,12,14,15,19,20","17, 1, 2, 6, 7, 9,10,11,13,16,18",1350,1650,76.118,148.24,1273.882,1501.76,3000,2775.642,1387.821,9,11,"0,67,109,176,200,223,271,320.2,352.59,380.59","0,55,152,181,198,240,307.1,366.7,404.9,454.1,715.1,741.2"
1,55,3,18,"3, 4, 5, 9,10,11,13,14,15,19,20","18, 1, 2, 6, 7, 8,12,16,17",1650,1350,102.498,70.06,1547.502,1279.94,3000,2827.442,1413.721,11,9,"0,67,109,121,188.1,247.7,285.9,354.9,402.9,452.1,484.49,512.49","0,48,145,174,191,251,275,297.4,324.2,350.3"
1,56,3,19,"3, 4, 5, 9,10,11,13,16,17,18","19, 1, 2, 6, 7, 8,12,14,15,20",1500,1500,90,88.486,1410,1411.514,3000,2821.514,1410.757,10,10,"0,67,109,121,188.1,247.7,285.9,335.1,361.9,388,450","0,95,192,221,238,298,322,345,393,410.03,442.43"
1,57,3,20,"3, 6, 7, 8,12,14,15","20, 1, 2, 4, 5, 9,10,11,13,16,17,18,19",1050,1950,49.2,143.278,1000.8,1806.722,3000,2807.522,1403.761,7,13,"0,38,55,115,139,162,210,246","0,79,176,276,318,330,397.1,456.7,494.9,544.1,570.9,597,684,716.39"
1,58,4,1,"4, 5, 9,10,11,13,14,15,19,20","1, 2, 3, 6, 7, 8,12,16,17,18",1500,1500,102.298,82.46,1397.702,1417.54,3000,2815.242,1407.621,10,10,"0,42,54,121.1,180.7,218.9,287.9,335.9,385.1,417.49,511.49","0,97,150,188,205,265,289,311.4,338.2,364.3,412.3"
1,59,4,2,"4, 1, 5, 9,10,11,13,16,17,18","2, 3, 6, 7, 8,12,14,15,19,20",1500,1500,77.2,80.518,1422.8,1419.482,3000,2842.282,1421.141,10,10,"0,21,70,82,149.1,208.7,246.9,296.1,322.9,349,386","0,53,91,108,168,192,215,263,312.2,344.59,402.59"
1,60,4,3,"4, 1, 2, 5, 9,10,11,13,16,17,18","3, 6, 7, 8,12,14,15,19,20",1650,1350,99.2,63.918,1550.8,1286.082,3000,2836.882,1418.441,11,9,"0,21,118,180,192,259.1,318.7,356.9,406.1,432.9,459,496","0,38,55,115,139,162,210,259.2,291.59,319.59"
1,61,4,5,"4, 1, 2, 3, 8, 9,11,13,16,17,18","5, 6, 7,10,12,14,15,19,20",1650,1350,97.76,74.718,1552.24,1275.282,3000,2827.522,1413.761,11,9,"0,21,118,171,213,291,311.5,349.7,398.9,425.7,451.8,488.8","0,34,51,78,143,166,214,263.2,295.59,373.59"
1,62,4,6,"4, 5, 8,12,14,15,19,20","6, 1, 2, 3, 7, 9,10,11,13,16,17,18",1200,1800,75.918,119.2,1124.082,1680.8,3000,2804.882,1402.441,8,12,"0,42,109,133,156,204,253.2,285.59,379.59","0,70,167,220,241,283,350.1,409.7,447.9,497.1,523.9,550,596"
1,63,4,7,"4, 5, 9,10,11,13,16,17,18","7, 1, 2, 3, 6, 8,12,14,15,19,20",1350,1650,71.6,108.318,1278.4,1541.682,3000,2820.082,1410.041,9,11,"0,42,54,121.1,180.7,218.9,268.1,294.9,321,358","0,63,160,213,251,325,349,372,420,469.2,501.59,541.59"
1,64,4,8,"4, 5, 9,10,11,13,16,17,18","8, 1, 2, 3, 6, 7,12,14,15,19,20",1350,1650,71.6,98.518,1278.4,1551.482,3000,2829.882,1414.941,9,11,"0,42,54,121.1,180.7,218.9,268.1,294.9,321,358","0,33,130,183,221,238,283,306,354,403.2,435.59,492.59"
1,65,4,9,"4, 1, 2, 3, 5, 6, 7, 8,10,12,14,15,19,20","9,11,13,16,17,18",2100,900,143.418,35.96,1956.582,864.04,3000,2820.622,1410.311,14,6,"0,21,118,171,222,256,273,333,405.5,470.5,493.5,541.5,590.7,623.09,717.09","0,20.5,58.7,107.9,134.7,160.8,179.8"
1,66,4,10,"4, 5, 9,11,13,16,17,18","10, 1, 2, 3, 6, 7, 8,12,14,15,19,20",1200,1800,50.36,110.558,1149.64,1689.442,3000,2839.082,1419.541,8,12,"0,42,54,74.5,112.7,161.9,188.7,214.8,251.8","0,85,182,235,273,290,350,374,397,445,494.2,526.59,552.79"
1,67,4,11,"4, 5, 6, 7,10,12,16,17,18","11, 1, 2, 3, 8, 9,13,14,15,19,20",1350,1650,59.46,130.218,1290.54,1519.782,3000,2810.322,1405.161,9,11,"0,42,76,93,120,185,207.4,234.2,260.3,297.3","0,78,175,228,270,348,373.1,442.1,490.1,539.3,571.69,651.09"
1,68,4,12,"4, 5, 9,10,11,13,16,17,18","12, 1, 2, 3, 6, 7, 8,14,15,19,20",1350,1650,71.6,102.518,1278.4,1547.482,3000,2825.882,1412.941,9,11,"0,42,54,121.1,180.7,218.9,268.1,294.9,321,358","0,21,118,171,209,226,286,324,372,421.2,453.59,512.59"
1,69,4,13,"4, 5, 6, 7,10,12,16,17,18","13, 1, 2, 3, 8, 9,11,14,15,19,20",1350,1650,59.46,130.218,1290.54,1519.782,3000,2810.322,1405.161,9,11,"0,42,76,93,120,185,207.4,234.2,260.3,297.3","0,71,168,221,263,341,361.5,415.5,463.5,512.7,545.09,651.09"
1,70,4,14,"4, 5, 9,11,13,16,17,18","14, 1, 2, 3, 6, 7, 8,10,12,15,19,20",1200,1800,50.36,125.818,1149.64,1674.182,3000,2823.822,1411.911,8,12,"0,42,54,74.5,112.7,161.9,188.7,214.8,251.8","0,43,140,193,231,248,308,380.5,445.5,505.5,554.7,587.09,629.09"
1,71,4,15,"4, 5, 9,10,11,13,16,17,18","15, 1, 2, 3, 6, 7, 8,12,14,19,20",1350,1650,71.6,98.558,1278.4,1551.442,3000,2829.842,1414.921,9,11,"0,42,54,121.1,180.7,218.9,268.1,294.9,321,358","0,79,176,229,267,284,344,368,391,443.4,475.79,492.79"
1,72,4,16,"4, 5, 9,10,11,13,18","16, 1, 2, 3, 6, 7, 8,12,14,15,17,19,20",1050,1950,55.86,125.678,994.14,1824.322,3000,2818.462,1409.231,7,13,"0,42,54,121.1,180.7,218.9,242.3,279.3","0,28,125,178,216,233,293,317,340,388,465.8,526.9,559.29,628.39"
1,73,4,17,"4, 5, 6, 7,10,12,14,15,19,20","17, 1, 2, 3, 8, 9,11,13,16,18",1500,1500,86.318,144,1413.682,1356,3000,2769.682,1384.841,10,10,"0,42,76,93,120,185,208,256,305.2,337.59,431.59","0,55,152,205,247,325,345.5,383.7,432.9,693.9,720"
1,74,4,18,"4, 5, 6, 7, 9,10,11,13,16","18, 1, 2, 3, 8,12,14,15,17,19,20",1350,1650,75.62,119.018,1274.38,1530.982,3000,2805.362,1402.681,9,11,"0,42,76,93,135,202.1,261.7,299.9,349.1,378.1","0,48,145,198,240,264,287,335,412.8,473.9,506.29,595.09"
1,75,4,19,"4, 5, 9,10,11,13,16,17,18","19, 1, 2, 3, 6, 7, 8,12,14,15,20",1350,1650,71.6,100.886,1278.4,1549.114,3000,2827.514,1413.757,9,11,"0,42,54,121.1,180.7,218.9,268.1,294.9,321,358","0,95,192,245,283,300,360,384,407,455,472.03,504.43"
1,76,4,20,"4, 5, 9,10,11,13,16,17,18","20, 1, 2, 3, 6, 7, 8,12,14,15,19",1350,1650,71.6,104.118,1278.4,1545.882,3000,2824.282,1412.141,9,11,"0,42,54,121.1,180.7,218.9,268.1,294.9,321,358","0,79,176,229,267,284,344,368,391,439,488.2,520.59"
1,77,5,1,"5, 6, 7,10,12,16,17,18","1, 2, 3, 4, 8, 9,11,13,14,15,19,20",1200,1800,46.06,137.058,1153.94,1662.942,3000,2816.882,1408.441,8,12,"0,34,51,78,143,165.4,192.2,218.3,230.3","0,97,150,217,271,349,369.5,407.7,476.7,524.7,573.9,606.29,685.29"
1,78,5,2,"5, 1, 4, 9,10,11,13,16,17,18","2, 3, 6, 7, 8,12,14,15,19,20",1500,1500,80.6,80.518,1419.4,1419.482,3000,2838.882,1419.441,10,10,"0,49,70,124,191.1,250.7,288.9,338.1,364.9,391,403","0,53,91,108,168,192,215,263,312.2,344.59,402.59"
1,79,5,3,"5, 1, 2, 4, 9,10,11,13,16,17,18","3, 6, 7, 8,12,14,15,19,20",1650,1350,115.8,63.918,1534.2,1286.082,3000,2820.282,1410.141,11,9,"0,49,146,246,300,367.1,426.7,464.9,514.1,540.9,567,579","0,38,55,115,139,162,210,259.2,291.59,319.59"
1,80,5,4,"5, 6, 7,10,12,16,17,18","4, 1, 2, 3, 8, 9,11,13,14,15,19,20",1200,1800,46.06,128.458,1153.94,1671.542,3000,2825.482,1412.741,8,12,"0,34,51,78,143,165.4,192.2,218.3,230.3","0,21,118,171,213,291,311.5,349.7,418.7,466.7,515.9,548.29,642.29"
1,81,5,6,"5, 1, 2, 3, 4, 9,10,11,13,16,17,18","6, 7, 8,12,14,15,19,20",1800,1200,119.8,62.118,1680.2,1137.882,3000,2818.082,1409.041,12,8,"0,49,146,199,266,320,387.1,446.7,484.9,534.1,560.9,587,599","0,17,77,101,124,172,221.2,253.59,310.59"
1,82,5,7,"5, 1, 2, 3, 4, 6, 9,10,11,13,16,17,18","7, 8,12,14,15,19,20",1950,1050,129.4,55.318,1820.6,994.682,3000,2815.282,1407.641,13,7,"0,49,146,199,266,338,368,435.1,494.7,532.9,582.1,608.9,635,647","0,60,84,107,155,204.2,236.59,276.59"
1,83,5,8,"5, 6, 7, 9,10,11,13,16,17,18","8, 1, 2, 3, 4,12,14,15,19,20",1500,1500,74.4,99.318,1425.6,1400.682,3000,2826.282,1413.141,10,10,"0,34,51,93,160.1,219.7,257.9,307.1,333.9,360,372","0,33,130,183,250,287,310,358,407.2,439.59,496.59"
1,84,5,9,"5, 6, 7,10,12,16,17,18","9, 1, 2, 3, 4, 8,11,13,14,15,19,20",1200,1800,46.06,147.958,1153.94,1652.042,3000,2805.982,1402.991,8,12,"0,34,51,78,143,165.4,192.2,218.3,230.3","0,61,158,211,278,332,422,460.2,529.2,577.2,626.4,658.79,739.79"
